"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","M3","TOT","IDX2015","M","2015-12",104.5416,
"POL","M3","TOT","IDX2015","M","2016-01",105.4562,
"POL","M3","TOT","IDX2015","M","2016-02",106.5334,
"POL","M3","TOT","IDX2015","M","2016-03",107.019,
"POL","M3","TOT","IDX2015","M","2016-04",107.9957,
"POL","M3","TOT","IDX2015","M","2016-05",109.3193,
"POL","M3","TOT","IDX2015","M","2016-06",110.3683,
"POL","M3","TOT","IDX2015","M","2016-07",111.1972,
"POL","M3","TOT","IDX2015","M","2016-08",111.5546,
"POL","M3","TOT","IDX2015","M","2016-09",111.9094,
"POL","M3","TOT","IDX2015","M","2016-10",112.3453,
"POL","M3","TOT","IDX2015","M","2016-11",113.4661,
"POL","M3","TOT","IDX2015","M","2016-12",114.5689,
"POL","M3","TOT","IDX2015","M","2017-01",114.9385,
"POL","M3","TOT","IDX2015","M","2017-02",115.3637,
"POL","M3","TOT","IDX2015","M","2017-03",115.5592,
"POL","M3","TOT","IDX2015","M","2017-04",115.8415,
"POL","M3","TOT","IDX2015","M","2017-05",116.4001,
"POL","M3","TOT","IDX2015","M","2017-06",116.5683,
"POL","M3","TOT","IDX2015","M","2017-07",116.7728,
"POL","M3","TOT","IDX2015","M","2017-08",117.4069,
"POL","M3","TOT","IDX2015","M","2017-09",118.0416,
"POL","M3","TOT","IDX2015","M","2017-10",118.6555,
"POL","M3","TOT","IDX2015","M","2017-11",119.2572,
"POL","M3","TOT","IDX2015","M","2017-12",119.7729,
"POL","M3","TOT","IDX2015","M","2018-01",120.3315,
"POL","M3","TOT","IDX2015","M","2018-02",120.9332,
"POL","M3","TOT","IDX2015","M","2018-03",121.7213,
"POL","M3","TOT","IDX2015","M","2018-04",122.5093,
"POL","M3","TOT","IDX2015","M","2018-05",123.5361,
"POL","M3","TOT","IDX2015","M","2018-06",124.6257,
"POL","M3","TOT","IDX2015","M","2018-07",125.3072,
"POL","M3","TOT","IDX2015","M","2018-08",126.1469,
"POL","M3","TOT","IDX2015","M","2018-09",127.163,
"POL","M3","TOT","IDX2015","M","2018-10",128.2795,
"POL","M3","TOT","IDX2015","M","2018-11",129.4469,
"POL","M3","TOT","IDX2015","M","2018-12",130.5016,
"SWE","M3","TOT","IDX2015","M","2012-01",87.25421,
"SWE","M3","TOT","IDX2015","M","2012-02",88.35013,
"SWE","M3","TOT","IDX2015","M","2012-03",88.59373,
"SWE","M3","TOT","IDX2015","M","2012-04",88.72282,
"SWE","M3","TOT","IDX2015","M","2012-05",88.26324,
"SWE","M3","TOT","IDX2015","M","2012-06",87.53909,
"SWE","M3","TOT","IDX2015","M","2012-07",87.2321,
"SWE","M3","TOT","IDX2015","M","2012-08",87.51266,
"SWE","M3","TOT","IDX2015","M","2012-09",88.43703,
"SWE","M3","TOT","IDX2015","M","2012-10",88.61036,
"SWE","M3","TOT","IDX2015","M","2012-11",88.18549,
"SWE","M3","TOT","IDX2015","M","2012-12",88.6028,
"SWE","M3","TOT","IDX2015","M","2013-01",89.10365,
"SWE","M3","TOT","IDX2015","M","2013-02",89.14943,
"SWE","M3","TOT","IDX2015","M","2013-03",89.34601,
"SWE","M3","TOT","IDX2015","M","2013-04",89.46212,
"SWE","M3","TOT","IDX2015","M","2013-05",89.72334,
"SWE","M3","TOT","IDX2015","M","2013-06",90.3785,
"SWE","M3","TOT","IDX2015","M","2013-07",90.55286,
"SWE","M3","TOT","IDX2015","M","2013-08",90.44996,
"SWE","M3","TOT","IDX2015","M","2013-09",90.36704,
"SWE","M3","TOT","IDX2015","M","2013-10",90.55736,
"SWE","M3","TOT","IDX2015","M","2013-11",91.33378,
"SWE","M3","TOT","IDX2015","M","2013-12",91.93442,
"SWE","M3","TOT","IDX2015","M","2014-01",91.77261,
"SWE","M3","TOT","IDX2015","M","2014-02",91.89433,
"SWE","M3","TOT","IDX2015","M","2014-03",92.26565,
"SWE","M3","TOT","IDX2015","M","2014-04",92.61757,
"SWE","M3","TOT","IDX2015","M","2014-05",93.25601,
"SWE","M3","TOT","IDX2015","M","2014-06",93.95329,
"SWE","M3","TOT","IDX2015","M","2014-07",94.44925,
"SWE","M3","TOT","IDX2015","M","2014-08",94.50387,
"SWE","M3","TOT","IDX2015","M","2014-09",94.89185,
"SWE","M3","TOT","IDX2015","M","2014-10",95.29896,
"SWE","M3","TOT","IDX2015","M","2014-11",95.42379,
"SWE","M3","TOT","IDX2015","M","2014-12",95.86845,
"SWE","M3","TOT","IDX2015","M","2015-01",95.8371,
"SWE","M3","TOT","IDX2015","M","2015-02",96.3152,
"SWE","M3","TOT","IDX2015","M","2015-03",97.48978,
"SWE","M3","TOT","IDX2015","M","2015-04",98.28146,
"SWE","M3","TOT","IDX2015","M","2015-05",99.36775,
"SWE","M3","TOT","IDX2015","M","2015-06",100.1168,
"SWE","M3","TOT","IDX2015","M","2015-07",100.5607,
"SWE","M3","TOT","IDX2015","M","2015-08",101.2271,
"SWE","M3","TOT","IDX2015","M","2015-09",101.4928,
"SWE","M3","TOT","IDX2015","M","2015-10",102.3619,
"SWE","M3","TOT","IDX2015","M","2015-11",103.2849,
"SWE","M3","TOT","IDX2015","M","2015-12",103.6645,
"SWE","M3","TOT","IDX2015","M","2016-01",104.5156,
"SWE","M3","TOT","IDX2015","M","2016-02",105.3663,
"SWE","M3","TOT","IDX2015","M","2016-03",106.0192,
"SWE","M3","TOT","IDX2015","M","2016-04",106.7122,
"SWE","M3","TOT","IDX2015","M","2016-05",107.2761,
"SWE","M3","TOT","IDX2015","M","2016-06",107.2596,
"SWE","M3","TOT","IDX2015","M","2016-07",108.161,
"SWE","M3","TOT","IDX2015","M","2016-08",109.6453,
"SWE","M3","TOT","IDX2015","M","2016-09",110.2269,
"SWE","M3","TOT","IDX2015","M","2016-10",110.8456,
"SWE","M3","TOT","IDX2015","M","2016-11",111.9196,
"SWE","M3","TOT","IDX2015","M","2016-12",112.4266,
"SWE","M3","TOT","IDX2015","M","2017-01",114,
"SWE","M3","TOT","IDX2015","M","2017-02",115.7784,
"SWE","M3","TOT","IDX2015","M","2017-03",116.497,
"SWE","M3","TOT","IDX2015","M","2017-04",117.5036,
"SWE","M3","TOT","IDX2015","M","2017-05",118.0493,
"SWE","M3","TOT","IDX2015","M","2017-06",118.6847,
"SWE","M3","TOT","IDX2015","M","2017-07",119.3268,
"SWE","M3","TOT","IDX2015","M","2017-08",120.0205,
"SWE","M3","TOT","IDX2015","M","2017-09",121.0692,
"SWE","M3","TOT","IDX2015","M","2017-10",121.665,
"SWE","M3","TOT","IDX2015","M","2017-11",122.1007,
"SWE","M3","TOT","IDX2015","M","2017-12",122.1197,
"SWE","M3","TOT","IDX2015","M","2018-01",121.8634,
"SWE","M3","TOT","IDX2015","M","2018-02",122.6075,
"SWE","M3","TOT","IDX2015","M","2018-03",123.8971,
"SWE","M3","TOT","IDX2015","M","2018-04",124.9401,
"SWE","M3","TOT","IDX2015","M","2018-05",125.1954,
"SWE","M3","TOT","IDX2015","M","2018-06",125.4083,
"SWE","M3","TOT","IDX2015","M","2018-07",125.7689,
"SWE","M3","TOT","IDX2015","M","2018-08",125.9273,
"SWE","M3","TOT","IDX2015","M","2018-09",126.6047,
"SWE","M3","TOT","IDX2015","M","2018-10",127.2965,
"SWE","M3","TOT","IDX2015","M","2018-11",127.9025,
"SWE","M3","TOT","IDX2015","M","2018-12",128.6903,
"CHE","M3","TOT","IDX2015","M","2012-01",84.78511,
"CHE","M3","TOT","IDX2015","M","2012-02",85.06184,
"CHE","M3","TOT","IDX2015","M","2012-03",85.34319,
"CHE","M3","TOT","IDX2015","M","2012-04",85.70641,
"CHE","M3","TOT","IDX2015","M","2012-05",86.09349,
"CHE","M3","TOT","IDX2015","M","2012-06",87.28809,
"CHE","M3","TOT","IDX2015","M","2012-07",88.81252,
"CHE","M3","TOT","IDX2015","M","2012-08",89.72421,
"CHE","M3","TOT","IDX2015","M","2012-09",90.49432,
"CHE","M3","TOT","IDX2015","M","2012-10",91.18008,
"CHE","M3","TOT","IDX2015","M","2012-11",91.65667,
"CHE","M3","TOT","IDX2015","M","2012-12",92.4028,
"CHE","M3","TOT","IDX2015","M","2013-01",92.90257,
"CHE","M3","TOT","IDX2015","M","2013-02",93.08603,
"CHE","M3","TOT","IDX2015","M","2013-03",93.53127,
"CHE","M3","TOT","IDX2015","M","2013-04",94.14143,
"CHE","M3","TOT","IDX2015","M","2013-05",94.55796,
"CHE","M3","TOT","IDX2015","M","2013-06",94.36912,
"CHE","M3","TOT","IDX2015","M","2013-07",94.53563,
"CHE","M3","TOT","IDX2015","M","2013-08",95.15575,
"CHE","M3","TOT","IDX2015","M","2013-09",95.41102,
"CHE","M3","TOT","IDX2015","M","2013-10",95.51352,
"CHE","M3","TOT","IDX2015","M","2013-11",95.80993,
"CHE","M3","TOT","IDX2015","M","2013-12",96.04041,
"CHE","M3","TOT","IDX2015","M","2014-01",96.40923,
"CHE","M3","TOT","IDX2015","M","2014-02",97.03558,
"CHE","M3","TOT","IDX2015","M","2014-03",97.6507,
"CHE","M3","TOT","IDX2015","M","2014-04",97.98666,
"CHE","M3","TOT","IDX2015","M","2014-05",98.06791,
"CHE","M3","TOT","IDX2015","M","2014-06",98.04812,
"CHE","M3","TOT","IDX2015","M","2014-07",98.0724,
"CHE","M3","TOT","IDX2015","M","2014-08",98.35429,
"CHE","M3","TOT","IDX2015","M","2014-09",98.57513,
"CHE","M3","TOT","IDX2015","M","2014-10",98.74436,
"CHE","M3","TOT","IDX2015","M","2014-11",99.10453,
"CHE","M3","TOT","IDX2015","M","2014-12",99.30994,
"CHE","M3","TOT","IDX2015","M","2015-01",99.41085,
"CHE","M3","TOT","IDX2015","M","2015-02",99.58192,
"CHE","M3","TOT","IDX2015","M","2015-03",99.84244,
"CHE","M3","TOT","IDX2015","M","2015-04",99.79197,
"CHE","M3","TOT","IDX2015","M","2015-05",99.57541,
"CHE","M3","TOT","IDX2015","M","2015-06",99.80906,
"CHE","M3","TOT","IDX2015","M","2015-07",99.99067,
"CHE","M3","TOT","IDX2015","M","2015-08",99.95335,
"CHE","M3","TOT","IDX2015","M","2015-09",99.91525,
"CHE","M3","TOT","IDX2015","M","2015-10",100.1197,
"CHE","M3","TOT","IDX2015","M","2015-11",100.842,
"CHE","M3","TOT","IDX2015","M","2015-12",101.1674,
"CHE","M3","TOT","IDX2015","M","2016-01",101.0028,
"CHE","M3","TOT","IDX2015","M","2016-02",101.1429,
"CHE","M3","TOT","IDX2015","M","2016-03",101.5398,
"CHE","M3","TOT","IDX2015","M","2016-04",101.8798,
"CHE","M3","TOT","IDX2015","M","2016-05",101.9146,
"CHE","M3","TOT","IDX2015","M","2016-06",102.1018,
"CHE","M3","TOT","IDX2015","M","2016-07",102.4898,
"CHE","M3","TOT","IDX2015","M","2016-08",102.7363,
"CHE","M3","TOT","IDX2015","M","2016-09",102.8815,
"CHE","M3","TOT","IDX2015","M","2016-10",103.1332,
"CHE","M3","TOT","IDX2015","M","2016-11",103.2912,
"CHE","M3","TOT","IDX2015","M","2016-12",103.6953,
"CHE","M3","TOT","IDX2015","M","2017-01",104.1366,
"CHE","M3","TOT","IDX2015","M","2017-02",104.375,
"CHE","M3","TOT","IDX2015","M","2017-03",104.7375,
"CHE","M3","TOT","IDX2015","M","2017-04",105.0646,
"CHE","M3","TOT","IDX2015","M","2017-05",105.5716,
"CHE","M3","TOT","IDX2015","M","2017-06",106.1431,
"CHE","M3","TOT","IDX2015","M","2017-07",106.5009,
"CHE","M3","TOT","IDX2015","M","2017-08",106.7934,
"CHE","M3","TOT","IDX2015","M","2017-09",107.139,
"CHE","M3","TOT","IDX2015","M","2017-10",107.4148,
"CHE","M3","TOT","IDX2015","M","2017-11",107.5632,
"CHE","M3","TOT","IDX2015","M","2017-12",107.7024,
"CHE","M3","TOT","IDX2015","M","2018-01",108.033,
"CHE","M3","TOT","IDX2015","M","2018-02",108.336,
"CHE","M3","TOT","IDX2015","M","2018-03",108.3451,
"CHE","M3","TOT","IDX2015","M","2018-04",108.4723,
"CHE","M3","TOT","IDX2015","M","2018-05",108.7759,
"CHE","M3","TOT","IDX2015","M","2018-06",108.8235,
"CHE","M3","TOT","IDX2015","M","2018-07",108.9338,
"CHE","M3","TOT","IDX2015","M","2018-08",109.3475,
"CHE","M3","TOT","IDX2015","M","2018-09",109.6638,
"CHE","M3","TOT","IDX2015","M","2018-10",109.9721,
"CHE","M3","TOT","IDX2015","M","2018-11",110.3934,
"CHE","M3","TOT","IDX2015","M","2018-12",110.8659,
"TUR","M3","TOT","IDX2015","M","2012-01",59.84365,
"TUR","M3","TOT","IDX2015","M","2012-02",59.86065,
"TUR","M3","TOT","IDX2015","M","2012-03",60.38867,
"TUR","M3","TOT","IDX2015","M","2012-04",61.15369,
"TUR","M3","TOT","IDX2015","M","2012-05",61.8203,
"TUR","M3","TOT","IDX2015","M","2012-06",62.51052,
"TUR","M3","TOT","IDX2015","M","2012-07",62.95073,
"TUR","M3","TOT","IDX2015","M","2012-08",63.36629,
"TUR","M3","TOT","IDX2015","M","2012-09",64.1832,
"TUR","M3","TOT","IDX2015","M","2012-10",65.1343,
"TUR","M3","TOT","IDX2015","M","2012-11",65.77866,
"TUR","M3","TOT","IDX2015","M","2012-12",66.17831,
"TUR","M3","TOT","IDX2015","M","2013-01",66.96716,
"TUR","M3","TOT","IDX2015","M","2013-02",67.82664,
"TUR","M3","TOT","IDX2015","M","2013-03",68.6608,
"TUR","M3","TOT","IDX2015","M","2013-04",69.63083,
"TUR","M3","TOT","IDX2015","M","2013-05",70.86833,
"TUR","M3","TOT","IDX2015","M","2013-06",72.17899,
"TUR","M3","TOT","IDX2015","M","2013-07",73.48547,
"TUR","M3","TOT","IDX2015","M","2013-08",75.06107,
"TUR","M3","TOT","IDX2015","M","2013-09",76.37061,
"TUR","M3","TOT","IDX2015","M","2013-10",77.3801,
"TUR","M3","TOT","IDX2015","M","2013-11",78.54979,
"TUR","M3","TOT","IDX2015","M","2013-12",79.92269,
"TUR","M3","TOT","IDX2015","M","2014-01",81.72488,
"TUR","M3","TOT","IDX2015","M","2014-02",82.76344,
"TUR","M3","TOT","IDX2015","M","2014-03",82.78653,
"TUR","M3","TOT","IDX2015","M","2014-04",83.10655,
"TUR","M3","TOT","IDX2015","M","2014-05",83.08673,
"TUR","M3","TOT","IDX2015","M","2014-06",83.65872,
"TUR","M3","TOT","IDX2015","M","2014-07",85.24516,
"TUR","M3","TOT","IDX2015","M","2014-08",86.23789,
"TUR","M3","TOT","IDX2015","M","2014-09",87.46462,
"TUR","M3","TOT","IDX2015","M","2014-10",88.27893,
"TUR","M3","TOT","IDX2015","M","2014-11",88.52528,
"TUR","M3","TOT","IDX2015","M","2014-12",89.59628,
"TUR","M3","TOT","IDX2015","M","2015-01",90.92272,
"TUR","M3","TOT","IDX2015","M","2015-02",92.75123,
"TUR","M3","TOT","IDX2015","M","2015-03",94.89383,
"TUR","M3","TOT","IDX2015","M","2015-04",97.05005,
"TUR","M3","TOT","IDX2015","M","2015-05",98.60757,
"TUR","M3","TOT","IDX2015","M","2015-06",99.5128,
"TUR","M3","TOT","IDX2015","M","2015-07",101.0185,
"TUR","M3","TOT","IDX2015","M","2015-08",103.0695,
"TUR","M3","TOT","IDX2015","M","2015-09",105.408,
"TUR","M3","TOT","IDX2015","M","2015-10",106.1984,
"TUR","M3","TOT","IDX2015","M","2015-11",105.4862,
"TUR","M3","TOT","IDX2015","M","2015-12",105.0813,
"TUR","M3","TOT","IDX2015","M","2016-01",105.6236,
"TUR","M3","TOT","IDX2015","M","2016-02",106.7955,
"TUR","M3","TOT","IDX2015","M","2016-03",107.8456,
"TUR","M3","TOT","IDX2015","M","2016-04",108.5829,
"TUR","M3","TOT","IDX2015","M","2016-05",109.8012,
"TUR","M3","TOT","IDX2015","M","2016-06",111.4886,
"TUR","M3","TOT","IDX2015","M","2016-07",112.7543,
"TUR","M3","TOT","IDX2015","M","2016-08",113.4886,
"TUR","M3","TOT","IDX2015","M","2016-09",114.335,
"TUR","M3","TOT","IDX2015","M","2016-10",116.0833,
"TUR","M3","TOT","IDX2015","M","2016-11",119.124,
"TUR","M3","TOT","IDX2015","M","2016-12",122.3516,
"TUR","M3","TOT","IDX2015","M","2017-01",124.6684,
"TUR","M3","TOT","IDX2015","M","2017-02",125.1601,
"TUR","M3","TOT","IDX2015","M","2017-03",126.2807,
"TUR","M3","TOT","IDX2015","M","2017-04",129.1947,
"TUR","M3","TOT","IDX2015","M","2017-05",130.9375,
"TUR","M3","TOT","IDX2015","M","2017-06",132.3237,
"TUR","M3","TOT","IDX2015","M","2017-07",133.6095,
"TUR","M3","TOT","IDX2015","M","2017-08",135.169,
"TUR","M3","TOT","IDX2015","M","2017-09",137.1482,
"TUR","M3","TOT","IDX2015","M","2017-10",140.4015,
"TUR","M3","TOT","IDX2015","M","2017-11",143.5611,
"TUR","M3","TOT","IDX2015","M","2017-12",143.8664,
"TUR","M3","TOT","IDX2015","M","2018-01",143.2557,
"TUR","M3","TOT","IDX2015","M","2018-02",144.2888,
"TUR","M3","TOT","IDX2015","M","2018-03",147.4226,
"TUR","M3","TOT","IDX2015","M","2018-04",150.938,
"TUR","M3","TOT","IDX2015","M","2018-05",155.6444,
"TUR","M3","TOT","IDX2015","M","2018-06",159.8902,
"TUR","M3","TOT","IDX2015","M","2018-07",163.3858,
"TUR","M3","TOT","IDX2015","M","2018-08",166.4898,
"TUR","M3","TOT","IDX2015","M","2018-09",172.6841,
"TUR","M3","TOT","IDX2015","M","2018-10",176.0971,
"TUR","M3","TOT","IDX2015","M","2018-11",170.5484,
"TUR","M3","TOT","IDX2015","M","2018-12",168.3227,
"GBR","M3","TOT","IDX2015","M","2012-01",96.28596,
"GBR","M3","TOT","IDX2015","M","2012-02",96.2443,
"GBR","M3","TOT","IDX2015","M","2012-03",95.75651,
"GBR","M3","TOT","IDX2015","M","2012-04",96.1207,
"GBR","M3","TOT","IDX2015","M","2012-05",96.58008,
"GBR","M3","TOT","IDX2015","M","2012-06",96.59995,
"GBR","M3","TOT","IDX2015","M","2012-07",96.70958,
"GBR","M3","TOT","IDX2015","M","2012-08",96.85979,
"GBR","M3","TOT","IDX2015","M","2012-09",96.92632,
"GBR","M3","TOT","IDX2015","M","2012-10",97.20102,
"GBR","M3","TOT","IDX2015","M","2012-11",97.07331,
"GBR","M3","TOT","IDX2015","M","2012-12",97.64277,
"GBR","M3","TOT","IDX2015","M","2013-01",98.98415,
"GBR","M3","TOT","IDX2015","M","2013-02",99.72165,
"GBR","M3","TOT","IDX2015","M","2013-03",99.95101,
"GBR","M3","TOT","IDX2015","M","2013-04",100.151,
"GBR","M3","TOT","IDX2015","M","2013-05",100.6318,
"GBR","M3","TOT","IDX2015","M","2013-06",101.189,
"GBR","M3","TOT","IDX2015","M","2013-07",101.5311,
"GBR","M3","TOT","IDX2015","M","2013-08",101.847,
"GBR","M3","TOT","IDX2015","M","2013-09",101.5698,
"GBR","M3","TOT","IDX2015","M","2013-10",101.1762,
"GBR","M3","TOT","IDX2015","M","2013-11",101.2121,
"GBR","M3","TOT","IDX2015","M","2013-12",100.6485,
"GBR","M3","TOT","IDX2015","M","2014-01",100.7078,
"GBR","M3","TOT","IDX2015","M","2014-02",101.8091,
"GBR","M3","TOT","IDX2015","M","2014-03",101.3079,
"GBR","M3","TOT","IDX2015","M","2014-04",100.277,
"GBR","M3","TOT","IDX2015","M","2014-05",100.1173,
"GBR","M3","TOT","IDX2015","M","2014-06",99.88381,
"GBR","M3","TOT","IDX2015","M","2014-07",99.6454,
"GBR","M3","TOT","IDX2015","M","2014-08",99.83408,
"GBR","M3","TOT","IDX2015","M","2014-09",100.0645,
"GBR","M3","TOT","IDX2015","M","2014-10",99.71541,
"GBR","M3","TOT","IDX2015","M","2014-11",99.54865,
"GBR","M3","TOT","IDX2015","M","2014-12",99.73019,
"GBR","M3","TOT","IDX2015","M","2015-01",99.5958,
"GBR","M3","TOT","IDX2015","M","2015-02",99.2366,
"GBR","M3","TOT","IDX2015","M","2015-03",99.61093,
"GBR","M3","TOT","IDX2015","M","2015-04",100.1374,
"GBR","M3","TOT","IDX2015","M","2015-05",100.0919,
"GBR","M3","TOT","IDX2015","M","2015-06",99.71423,
"GBR","M3","TOT","IDX2015","M","2015-07",99.78925,
"GBR","M3","TOT","IDX2015","M","2015-08",100.2511,
"GBR","M3","TOT","IDX2015","M","2015-09",100.243,
"GBR","M3","TOT","IDX2015","M","2015-10",100.268,
"GBR","M3","TOT","IDX2015","M","2015-11",100.3074,
"GBR","M3","TOT","IDX2015","M","2015-12",100.7544,
"GBR","M3","TOT","IDX2015","M","2016-01",101.6218,
"GBR","M3","TOT","IDX2015","M","2016-02",102.4697,
"GBR","M3","TOT","IDX2015","M","2016-03",103.1581,
"GBR","M3","TOT","IDX2015","M","2016-04",103.2377,
"GBR","M3","TOT","IDX2015","M","2016-05",103.3794,
"GBR","M3","TOT","IDX2015","M","2016-06",105.3865,
"GBR","M3","TOT","IDX2015","M","2016-07",107.7184,
"GBR","M3","TOT","IDX2015","M","2016-08",108.6967,
"GBR","M3","TOT","IDX2015","M","2016-09",109.5206,
"GBR","M3","TOT","IDX2015","M","2016-10",110.5566,
"GBR","M3","TOT","IDX2015","M","2016-11",111.0744,
"GBR","M3","TOT","IDX2015","M","2016-12",111.0999,
"GBR","M3","TOT","IDX2015","M","2017-01",111.5808,
"GBR","M3","TOT","IDX2015","M","2017-02",112.6461,
"GBR","M3","TOT","IDX2015","M","2017-03",113.9102,
"GBR","M3","TOT","IDX2015","M","2017-04",114.7741,
"GBR","M3","TOT","IDX2015","M","2017-05",115.0334,
"GBR","M3","TOT","IDX2015","M","2017-06",115.1516,
"GBR","M3","TOT","IDX2015","M","2017-07",115.4546,
"GBR","M3","TOT","IDX2015","M","2017-08",116.2961,
"GBR","M3","TOT","IDX2015","M","2017-09",117.3257,
"GBR","M3","TOT","IDX2015","M","2017-10",117.9437,
"GBR","M3","TOT","IDX2015","M","2017-11",118.2344,
"GBR","M3","TOT","IDX2015","M","2017-12",118.2179,
"GBR","M3","TOT","IDX2015","M","2018-01",118.7356,
"GBR","M3","TOT","IDX2015","M","2018-02",119.3086,
"GBR","M3","TOT","IDX2015","M","2018-03",118.6201,
"GBR","M3","TOT","IDX2015","M","2018-04",117.8123,
"GBR","M3","TOT","IDX2015","M","2018-05",118.5756,
"GBR","M3","TOT","IDX2015","M","2018-06",119.3585,
"GBR","M3","TOT","IDX2015","M","2018-07",119.2763,
"GBR","M3","TOT","IDX2015","M","2018-08",119.4074,
"GBR","M3","TOT","IDX2015","M","2018-09",119.9438,
"GBR","M3","TOT","IDX2015","M","2018-10",120.9932,
"GBR","M3","TOT","IDX2015","M","2018-11",121.6764,
"GBR","M3","TOT","IDX2015","M","2018-12",122.1885,
"GBR","M3","TOT","IDX2015","M","2019-01",121.9932,
"GBR","M3","TOT","IDX2015","M","2019-02",120.7848,
"GBR","M3","TOT","IDX2015","M","2019-03",120.3605,
"GBR","M3","TOT","IDX2015","M","2019-04",120.5737,
"GBR","M3","TOT","IDX2015","M","2019-05",120.8641,
"GBR","M3","TOT","IDX2015","M","2019-06",121.1576,
"GBR","M3","TOT","IDX2015","M","2019-07",121.4418,
"GBR","M3","TOT","IDX2015","M","2019-08",121.9336,
"GBR","M3","TOT","IDX2015","M","2019-09",121.9728,
"GBR","M3","TOT","IDX2015","M","2019-10",121.3509,
"GBR","M3","TOT","IDX2015","M","2019-11",121.404,
"GBR","M3","TOT","IDX2015","M","2019-12",121.9418,
"GBR","M3","TOT","IDX2015","M","2020-01",122.3124,
"GBR","M3","TOT","IDX2015","M","2020-02",123.1619,
"GBR","M3","TOT","IDX2015","M","2020-03",127.1705,
"GBR","M3","TOT","IDX2015","M","2020-04",130.9335,
"GBR","M3","TOT","IDX2015","M","2020-05",132.1873,
"GBR","M3","TOT","IDX2015","M","2020-06",133.6348,
"GBR","M3","TOT","IDX2015","M","2020-07",134.5634,
"GBR","M3","TOT","IDX2015","M","2020-08",134.5768,
"GBR","M3","TOT","IDX2015","M","2020-09",134.8407,
"GBR","M3","TOT","IDX2015","M","2020-10",135.146,
"GBR","M3","TOT","IDX2015","M","2020-11",134.9952,
"GBR","M3","TOT","IDX2015","M","2020-12",136.3401,
"GBR","M3","TOT","IDX2015","M","2021-01",137.7023,
"GBR","M3","TOT","IDX2015","M","2021-02",138.2708,
"GBR","M3","TOT","IDX2015","M","2021-03",139.2683,
"GBR","M3","TOT","IDX2015","M","2021-04",140.235,
"GBR","M3","TOT","IDX2015","M","2021-05",140.9249,
"GBR","M3","TOT","IDX2015","M","2021-06",141.8069,
"GBR","M3","TOT","IDX2015","M","2021-07",142.2552,
"GBR","M3","TOT","IDX2015","M","2021-08",142.637,
"GBR","M3","TOT","IDX2015","M","2021-09",144.4098,
"GBR","M3","TOT","IDX2015","M","2021-10",145.5952,
"GBR","M3","TOT","IDX2015","M","2021-11",146.327,
"GBR","M3","TOT","IDX2015","M","2021-12",147.2818,
"GBR","M3","TOT","IDX2015","M","2022-01",146.9472,
"GBR","M3","TOT","IDX2015","M","2022-02",147.5907,
"GBR","M3","TOT","IDX2015","M","2022-03",149.4351,
"GBR","M3","TOT","IDX2015","M","2022-04",149.906,
"GBR","M3","TOT","IDX2015","M","2022-05",149.4836,
"GBR","M3","TOT","IDX2015","M","2022-06",149.9372,
"GBR","M3","TOT","IDX2015","M","2022-07",150.5731,
"GBR","M3","TOT","IDX2015","M","2022-08",151.151,
"GBR","M3","TOT","IDX2015","M","2022-09",154.0374,
"GBR","M3","TOT","IDX2015","M","2022-10",155.1596,
"GBR","M3","TOT","IDX2015","M","2022-11",153.1134,
"GBR","M3","TOT","IDX2015","M","2022-12",151.9599,
"GBR","M3","TOT","IDX2015","M","2023-01",151.9396,
"GBR","M3","TOT","IDX2015","M","2023-02",152.1204,
"GBR","M3","TOT","IDX2015","M","2023-03",151.6297,
"USA","M3","TOT","IDX2015","M","2012-01",80.80714,
"USA","M3","TOT","IDX2015","M","2012-02",81.24216,
"USA","M3","TOT","IDX2015","M","2012-03",81.61493,
"USA","M3","TOT","IDX2015","M","2012-04",82.06325,
"USA","M3","TOT","IDX2015","M","2012-05",82.42688,
"USA","M3","TOT","IDX2015","M","2012-06",83.0155,
"USA","M3","TOT","IDX2015","M","2012-07",83.45136,
"USA","M3","TOT","IDX2015","M","2012-08",84.02836,
"USA","M3","TOT","IDX2015","M","2012-09",84.68838,
"USA","M3","TOT","IDX2015","M","2012-10",85.24047,
"USA","M3","TOT","IDX2015","M","2012-11",85.82411,
"USA","M3","TOT","IDX2015","M","2012-12",86.8378,
"USA","M3","TOT","IDX2015","M","2013-01",87.03041,
"USA","M3","TOT","IDX2015","M","2013-02",87.18317,
"USA","M3","TOT","IDX2015","M","2013-03",87.65639,
"USA","M3","TOT","IDX2015","M","2013-04",87.88885,
"USA","M3","TOT","IDX2015","M","2013-05",88.17693,
"USA","M3","TOT","IDX2015","M","2013-06",88.65597,
"USA","M3","TOT","IDX2015","M","2013-07",88.98557,
"USA","M3","TOT","IDX2015","M","2013-08",89.46875,
"USA","M3","TOT","IDX2015","M","2013-09",89.97186,
"USA","M3","TOT","IDX2015","M","2013-10",91.00464,
"USA","M3","TOT","IDX2015","M","2013-11",91.07189,
"USA","M3","TOT","IDX2015","M","2013-12",91.61401,
"USA","M3","TOT","IDX2015","M","2014-01",91.99426,
"USA","M3","TOT","IDX2015","M","2014-02",92.80786,
"USA","M3","TOT","IDX2015","M","2014-03",93.05112,
"USA","M3","TOT","IDX2015","M","2014-04",93.4629,
"USA","M3","TOT","IDX2015","M","2014-05",93.98843,
